"Waljee et al.
2018 [75]",No,"Disease
Progression",Supervised,Random Forest,N =20368,Clinical Data,"Predict Hospitalisation and Corticosteroid
Prescriptions. IBD: AUC=0·87, Sensitivity=74-",Hold-out validation
8,,,,,,,,

Paper,MultipleAIDsStudied,Prediction orClassificationTask,ML Type,Machine LearningMethod,Study Size (N),Type of Data,"Best Results (Metrics) Reported fromvalidation or cross-validation, andwhere conducted, the test set.",Cross-Validation
,,,,,,,"80%, Specificity=80-82%. UC: AUC=0·84.",
,,,,,,,CrD=0·85. IC=0·82.,
,,,,,,,"Predict Corticosteroid Prescription Only, IBD:",
,,,,,,,AUC=0·9,
,,,,,,,Predict Hospitalisation and Corticosteroid,
,,,,,,,Prescriptions (12 month outcome): AUC=0·9,
"Mossotto et
al. 2017 [76]",No,Disease Subtype,"Supervised
and
Unsupervised","Support Vector Machine,
Hierarchical Clustering","N=287 Training and testing:
N=210 (n(CrD)=178, n(UC)=80,
n(IBDU)=29 (only reclassified))",Clinical Data,"Cross-validation: AUC=0·87, Accuracy=82·7%,
Precision=0·91, Recall=0·83, F1-score=0·87.
Independent test set: Accuracy=83·3%,
Precision=0·86, Recall=0·83, F1-score=0·84","5-fold cross
validation,
independent test
set"
"Maeda et al.
2018 [77]",No,Disease Severity,Supervised,Support Vector Machine,N=187,"Endocytoscopic
Image Data","Accuracy=91%, Kappa=1, Sensitivity=74%,
Specificity=97%",Hold-out validation
Douglas et al.,No,Diagnosis and,Supervised,Random Forest,"N=771 (n (test)=40 (n(CrD)=20,",Metagenomic,Diagnosis: Accuracy=84·2%.,"Out of bag error,"
2018 [78],,Response to,,,"n(HC)=20). n(validation, diagnosis",Data,Independent Validation (diagnosis): Accuracy,Leave-one-out
,,Treatment,,,"only) = 731 (444 CrD, 287",,73·2%.,"cross-validation,"
,,,,,control)),,Treatment Response: Accuracy 77·8%.,Independent test
,,,,,,,,data (diagnosis only)
"Jain et al.
2017 [79]",No,"Disease
Progression",Supervised,Decision Tree,N=179,Clinical Data,"Colectomy Prediction: Accuracy=77%,
Sensitivity=75%, Specificity=80%.
Steroid Dependence: Accuracy=75%,
Sensitivity=69%, Specificity=80%.",Hold-out Validation
Waljee et al.,No,Response to,Supervised,Random Forest,N=1080,Clinical Data,"Objective Remission: AUC=0·79,","Out of bag error,"
2017 [80],,Treatment,,,,,"Sensitivity=70·6%, Specificity=73·8%.",Hold-out validation
,,,,,,,"Non-adherence: AUC=0·84, Sensitivity=70·6%,",
,,,,,,,Specificity=85·0%.,
,,,,,,,"Shunting: AUC=0·78, Sensitivity=65·2%,",
,,,,,,,Specificity=79·0%.,
Isakov et al.,No,Risk of Disease,Supervised,Combined Model (elastic,"N = 513 (n(CrD)=180, n(UC)=149,",Gene Expression,"AUC=0·829, Accuracy=0·808, Sensitivity=0·577,",5-fold cross-
2017 [81],,,,net regularised generalised,"n(colorectal neoplasms)=94,",Data,Specificity=0·880,validation
,,,,"linear model, extreme",n(normal tissue)=90),,,
,,,,"gradient boosting, support",,,,
,,,,"vector machine, random",,,,
,,,,forest),,,,
"Kang et al.
2017 [82]",No,"Response to
Treatment",Supervised,"Gene Regulatory Network-
based Regularized Artificial
Neural Network (GRRANN)",N=46,"Gene Expression
Data",Balanced Accuracy≈0·8,"5-fold cross
validation, Hold-out
validation"
"Waljee et al.
2018 [83]",No,"Response to
Treatment",Supervised,Random Forest,N=491,Clinical Data,"AUC=0·73, Sensitivity=0·72, Specificity=0·68",Hold-out validation
9,,,,,,,,

Paper,MultipleAIDsStudied,Prediction orClassificationTask,ML Type,Machine LearningMethod,Study Size (N),Type of Data,"Best Results (Metrics) Reported fromvalidation or cross-validation, andwhere conducted, the test set.",Cross-Validation
"Pal et al.
2017 [84]",No,Risk of Disease,Supervised,"Consensus Method (Naïve
Bayes, Logistic Regression,
Random Forest)","N=111 (n(CrD)=64, n(HC)=47)","GWAS Data,
Exome Data to
impute
genotypes.",AUC=0·72,Hold-out validation
"Eck et al.
2017 [85]",No,Diagnosis,Supervised,"Support Vector Machine or
Random Forest","N=112 (n(IBD)=56, n(HC)=56)",Microbiota Data,Accuracy=81%,"10-fold cross
validation"
"Menti et al.
2016 [86]",No,"Disease
Progression",Supervised,Bayesian Networks,N=152,"Clinical Data and
Selected Genetic
Data","AUC=0·95, Accuracy=0·89, Sensitivity=0·78,
Specificity=0·94","10-fold cross
validation"
"Hubenthal et
al. 2015 [87]",No,Diagnosis,Supervised,Support Vector Machine,"N=273 (n(CrD)=37, n(UC)=32,
n(HC)=92, n(COPD)=23,
n(MS)=23, n(pancreatitis)=35,
n(sarcoidosis)=32)","MicroRNA
Expression Data","AUC=0·95, Balanced Accuracy=0·95,
Sensitivity=1, Specificity=0·9","5-fold cross-
validation"
"Niehaus et al.
2015 [88]",No,Disease Severity,"Supervised
and
Unsupervised","Support Vector Machine,
Hierarchical Clustering",N=501,"Health Records,
EMR Databases","Accuracy=68·7%, Sensitivity=59·1%,
Specificity=78·4%","5-fold cross
validation, testing
dataset"
"Wei et al.
2013 [89]",No,Risk of Disease,Supervised,Logistic Regression,"N=53,279 (n(CrD)=17,379,
n(UC)=13,458, n(HC)= 22,442",GWAS Data,"Cross Validation: AUC=0·864 (CrD) 0·83 (UC).
Independent Test Set: AUC=0·864 (CrD), 0·826
(UC)","10-fold cross
validation,
independent testing
dataset"
"Cui et al.
2013 [90]",No,Diagnosis,Supervised,Support Vector Machine,"N=124 (n(IBD)=25, n(HC)=99)","Metagenomic
Data","Accuracy=88%, Sensitivity=92%, Specificity=84%","Leave-one-out
cross-validation"
"Waljee et al.
2010 [91]",No,"Response to
Treatment",Supervised,Random Forest,N=346,Clinical Data,"AUC=0·856 (response), 0·813 (non-adherence),
0·797 (shunting)","10-fold cross
validation,
validation data set"
Firouzi et al,No,Disease,Supervised,Decision Tree,"N=160 (121 UC, 39 CrD)",Clinical Data,"Accuracy=88·2% (UC), 89·8% (CrD), 86·5% (IBD),",10-fold cross-
2007 [92],,Progression,,,,,"Sensitivity=67·6% (UC), 82·8% (CrD), 65·7% (IBD),",validation
,,,,,,,"Specificity=96·3% (UC), 95·2% (CrD), 96·3% (IBD),",
,,,,,,,"Matthew's Correlation Coefficients=0·69 (UC),",
,,,,,,,"0·79 (CrD), 0·68 (IBD)",
"Ozawa et al.
2018 [93]",No,Disease Severity,Supervised,Neural Network,"N= 30,285 images, N=558
patients","Colonoscopy
White-light Image
Data","Mayo 0 vs Mayo 1-3: AUC=0·86.
Mayo 0-1 vs Mayo 2-3: AUC=0·98",Hold-out validation
"Reddy et al.
2018 [94]",No,Disease Severity,Supervised,"Gradient Boosting
Machines",N=82,EHR Data,AUC=92·82%,"10-fold cross-
validation"
"Forbes et al.
2018 [95]",Yes,Diagnosis,Supervised,Random Forest,"N=102 (n(CrD)=20, n(UC)=19,
n(MS)=19, n(RA)=21, n(HC)=23)",Microbiota Data,"Diseased vs HC: AUC=0·93, Balanced
Accuracy=0·84.
Breakdown per inflammatory disease found in
paper",Out of bag error
10,,,,,,,,

Paper,MultipleAIDsStudied,Prediction orClassificationTask,ML Type,Machine LearningMethod,Study Size (N),Type of Data,"Best Results (Metrics) Reported fromvalidation or cross-validation, andwhere conducted, the test set.",Cross-Validation
"Doherty et al.
2018 [96]",No,"Response to
treatment",Supervised,Random Forest,"N=306 (n(CrD treated)=232,
n(CrD untreated)=74)","Microbial
Genome Data and
Clinical Data","Remission: AUC=0·844, Sensitivity=0·774,
Specificity=0·831.
Response: AUC=0·733 Sensitivity=0·684,
Specificity=0·724",.
Han et al.,No,Disease subtype,Supervised,Random Forest,"N=163 (n(train)=24 CrD, 59 UC,",Gene Expression,Validation set 1: AUC=0·829,Hold-out validation
2018 [97],,,,,"n(Validation set 1)=5 CrD , 7 UC,",Data,Validation set 2: AUC=0·764,
,,,,,"n(Validation set 2)=14 CrD, 10",,Validation set 3: AUC=0·836,
,,,,,"UC, n(Validation set 3)=11 CrD, 5",,Validation set 4: AUC=0·849,
,,,,,"UC, n(Validation set 4)=13 CrD,",,,
,,,,,15 UC ) Biopsy Samples,,,
"Daneshjou et
al. 2017 [98]",No,Risk of Disease,Supervised,Metaclassifier,"N=111 (n(CrD)=64, n(HC)=47)","Exome-
sequencing data",AUC=0·78,"Cross-validation
performed"
"Giollo et al.
2017 [99]",No,Risk of Disease,Supervised,"Support Vector Machine or
Ensemble Classifier","N=111 (n(cases)=64,
n(controls)=47)",Genetic Data,"AUC=0·6 (SVM), 0·66 (Ensemble Classifier)","Cross validation
performed"
"Yu et al. 2017
[100]",Yes,"Identification of
Patients",Supervised,"Natural Language
Processing","N= 2393 (435 RA, 758 CAD, 600
UC, 600 CrD)","Electronic Medical
Records Data","AUC~0·94 (RA), ~0·95 (CrD), ~0·95 (UC) F-score
~0·71 (RA), ~0·83 (CrD), ~0·89 (UC)",.
"Wisittipanit
et al. 2015
[101]",No,Diagnosis,Supervised,Support Vector Machine,"N=425 (n(CrD)=101, n(UC)=89,
n(HC)=235 HC)","LH-PCR
(Microbiome)
Data","AUC=0·73 (CrD), 0·78 (UC), 0·77 (HC),
Accuracy=78·18% (CrD), 79·71% (UC), 75·62%
(HC)","5-fold cross
validation"
"Ahmed et al.
2017 [102]",No,Diagnosis,Supervised,"Neuro-Fuzzy Automated
Classifier","N=387 (n(CrD)=144, n(HC)=243)",Genetic Data,"Accuracy=97·67%, Sensitivity=96·07%,
Specificity=100%","Hold-out validation,
testing set"
"Mahapatra et
al. 2016 [103]",No,"Image
Segmentation","Semi-
Supervised","Random Forest-based
Classifier",N=70 (CrD),MRI Data,"Dice metric=92·4%, Hausdorff=7mm","5-fold cross
validation"
"Mahapatra et
al. 2016 [104]",No,"Image
Segmentation",Supervised,Random Forest,N=50 (CrD),MRI Data,"Dice metric=91·7%, Hausdorff=7.4mm","5-fold cross
validation"
Type 1 Diabetes,,,,,,,,
"Stawiski et al.
2018 [105]",No,Diagnosis,Supervised,Artificial Neural Network,N=315,Clinical Data,R2=0·6455,Hold-out validation
"Ben Ali et al.
2018 [106]",No,"Disease
Management",Supervised,Artificial Neural Network,"N=12 patients, N=1344 samples",CGM Data,Average RMSE=6·43 (mg/dL),Hold-out validation
"Perez-Gandia
et al. 2018
[107]",No,"Disease
Management",Supervised,"Decision Support System
with Artificial Neural
Network","N= 21 patients, longitudinal
analysis",Clinical Data,.,Hold-out validation
11,,,,,,,,

Paper,MultipleAIDsStudied,Prediction orClassificationTask,ML Type,Machine LearningMethod,Study Size (N),Type of Data,"Best Results (Metrics) Reported fromvalidation or cross-validation, andwhere conducted, the test set.",Cross-Validation
Maulucci et,No,Diagnosis and,Supervised,Decision Support System,N=26,RBC Image Data,"Control): Accuracy=1, Precision=1, Recall=1, F1-",Leave-one-person-
al. 2017 [108],,Disease,,,,,score=1.,out cross-validation
,,Monitoring,,,,,"T1D: Accuracy=1, Precision=1, Recall=1, F1-",
,,,,,,,score=1.,
,,,,,,,"T1D with complications: Accuracy=1,",
,,,,,,,"Precision=1, Recall=1, F1-score=1.",
"Siegel et al.
2017 [109]",No,"Disease
Management",Supervised,"Linear Discriminant
Analysis","N=52 patients, N=128 samples.",VOCs,"AUC=0·895, Sensitivity=91%, Specificity=84%","Leave-one-out
cross-validation"
"Zhao et al.
2016 [110]",No,Risk of Disease,Supervised,"LASSO (regression)/OOR
(developed method)","N=1418 ( n(T1D)=962 T1D,
n(controls)= 448",Genetic Data,AUC=0·89,Hold-out validation
"Georga et al.
2015 [111]",No,"Disease
Management",Supervised,"KOS-ELM (online
sequential extreme
learning machine kernels)","N=15, longitudinal analysis",Clinical Data,"Case 1: RMSE=16·6 (mg/dl)
Case 2: RMSE=10·9 (mg/dl)
Case 3: RMSE=8·5 (mg/dl)","10-fold cross
validation"
Georga et al.,No,Disease,Supervised,Support Vector Regression,"N=15 patients, longitudinal",Clinical Data,"Nocturnal: Sensitivity=0·94, Precision=0·98 (30",10-fold cross
2013 [112],,Management,,,analysis,,minutes and 60 minutes).,validation
,,,,,,,"Diurnal: Sensitivity=0·92, Precision=0·93 (30",
,,,,,,,"minutes), Sensitivity=0·96, Precision=0·97 (60",
,,,,,,,minutes),
"Marling et al.
2013 [113]",No,"Disease
Management",Supervised,"Support Vector Machine
Regression","N=19 patients, N=262 CGM plots",CGM Data,"Accuracy=90·1%, Sensitivity=97%,
Specificity=74·1%","10-fold cross-
validation"
Nguyen et al.,No,Risk of Disease,Supervised,RIPPER (decision rules) and,"N=10579 (n(train)=7405,",SNP Data,Independent Test Dataset. Predict HLA Types:,10-fold cross
2013 [114],,,,Logistic Regression,n(test)=3174),,AUC=0·997 Accuracy=99·3%.,"validation,"
,,,,Method (Predict DQ types,,,Predict High Risk HLA types AUC=0·995,independent test
,,,,without DR type,,,Accuracy=99·8%.,dataset
,,,,information),,,Predict high risk subtype (DRB1*03:01-,
,,,,,,,"DQA1*05:01-DQB1*02:01): AUC=0·998,",
,,,,,,,Accuracy=99·8%.,
,,,,,,,Predict DQ Types without DR type information:,
,,,,,,,AUC=0·98.,
Wei et al.,No,Risk of Disease,Supervised,Support Vector Machine,N=8438 (n(WTCCC-T1D)=1963,GWAS Data,"WTCCC-T1D dataset: AUC=0·89, Sensitivity=0·87,",5-fold cross-
2009 [115],,,,,cases + 1480,,Specificity=0·75. CHOP/Montreal-T1D dataset:,validation
,,,,,"controls ,n(CHOP/Montreal-",,"AUC=0·83, GoKinD-T1D dataset: AUC=0·84",
,,,,,T1D)= 1008 cases + 1000,,,
,,,,,"controls, n(GoKinD-T1D)=1529",,,
,,,,,cases + 1458 controls),,,
"Jensen et al.
2014 [116]",No,"Disease
Management",Unsupervised,"Pattern Classification
Algorithm","N=10 patients, longitudinal
measurements (20 x sessions
with Professional CGM)",CGM Data,"Sensitivity=78%, Specificity=96%, (All
hypoglycaemic events detected, 1 false positive)",.
12,,,,,,,,

Paper,Multiple,Prediction or,ML Type,Machine Learning,Study Size (N),Type of Data,Best Results (Metrics) Reported from,Cross-
,AIDs,Classification,,Method,,,"validation or cross-validation, and",Validation
,Studied,Task,,,,,"where conducted, the test set.",
Schwartz et,No,Disease,Supervised,Case-based reasoning,"N=12 patients, longitudinal",Clinical Data,.,.
al. 2008 [117],,Management,,,measurements,,,
Cordelli et al.,No,Diagnosis and,Supervised,Support Vector Machine,"N=27 (n(HC)=8, n(T1D)=10, n(T1D",RBC Images,"F1 score=1, Precision=1, Recall=1 (for HC, T1D,",Leave-one-person-
2018 [118],,Diseases,,,with complications)=9,,and T1D with complications),out cross-validation
,,Monitoring,,,,,,
Sampath et,No,Disease,Supervised,Aggregating ranking,"N=213 (n(DIAdvisor)=34,",Clinical Data,"Sensitivity=77·03%, Specificity=83·46%",Independent
al. 2016 [119],,Management,,algorithms in machine,n(ChildrenData)=179),,,validation dataset
,,,,learning,,,,
Georga et al.,No,Disease,Supervised,Random Forest (feature,"N=15 patients, longitudinal",Clinical Data,"30min prediction horizon: SVR RMSE=5·7, GP",10-fold cross-
2015 [120],,Management,,"selection), Support Vector",measurements,,RMSE=5·6; 60min prediction horizon: SVR,validation
,,,,Regression or Gaussian,,,"RMSE=6·4, GP RMSE=6·3",
,,,,processes,,,,
Ling et al.,No,Disease,Supervised,Extreme learning machine-,"N=16 patients, N=589 samples",Clinical Data,"Gamma value=70·8%, Sensitivity=78%,",Noted by
2016 [121],,Management,,based neural network,,,Specificity=60%,researchers that
,,,,,,,,cross-validation is
,,,,,,,,not required.
Systemic Lupus Erythematosus,,,,,,,,
Ceccarelli et,No,Disease,Supervised,Logistic Regression,N=120,Clinical Data,AUC=0·806,Leave-one-out
al. 2018 [122],,Progression,,,,,,cross-validation
"Turner et al.
2017 [123]",No,"Identification of
Patients",Supervised,"Natural Language
Processing and Neural
Network or Random Forest","N=662 (n(SLE)=332, n(HC)=340)",EHR Data,"AUC=0·974 (Neural Network), 0·988 (RF),
Accuracy=92·1% (Neural Network), 95%
(Random Forest)","5-fold cross-
validation"
"Ceccarelli et
al. 2017 [124]",No,"Disease
Progression",Supervised,"Recurrent Neural
Networks","N=132 (n(develop chronic
damage)=38, n(no chronic
damage)=94)",Clinical Data,"AUC=0·77, Sensitivity=0·74, Specificity=0·76","8-fold cross-
validation"
"Kan et al.
2016 [125]",No,"Disease
Progression",Unsupervised,Cluster Analysis,N=1611,"Demographic &
Drug Treatment",.,"Cross-validation not
recommended for
cluster analysis"
"Wolf et al.
2016 [126]",No,"Treatment
Response",Supervised,Random Forest,"N=140 (n(non-responders)=103,
n(responders)=37)",Urine Biomarkers,"AUC=0·79, Sensitivity=0·76, Specificity=0·73","Cross-validation not
required for
Random Forest"
"Guy et al.
2012 [127]",No,Risk of Disease,Supervised,"Bagged Alternating
Decision Trees","N=6728 (1846 SLE + 1825
Controls)",SNPs,.,.
"Tang et al.
2011 [128]",No,Mortality,Supervised,Logistic Regression,N= 3313,"Clinical Record
Data",AUC=0·74,"10-fold cross-
validation"
"Armananzas
et al. 2009
[129]",Yes,Diagnosis,"Supervised
and
Unsupervised",Consensus Method,"N=14 (n(HC)=6, n(SLE)=3,
n(PAPS)=5)","Microarray
Expression Data",.,"10-fold cross-
validation"
"Huang et al.
2009 [130]",No,Diagnosis,Supervised,Decision Tree,"N=232 (n(SLE)=64, n(AID
controls)=85, n(HC)=83)","Serum Proteome
Data","SLE: Accuracy=78·1%, Sensitivity=78·1%,
Specificity=96·3%
AID Controls: Accuracy=85·8%,
Sensitivity=85·7%, Specificity=86·7%",Hold-out validation
,,,,,,,,13

Paper,MultipleAIDsStudied,Prediction orClassificationTask,ML Type,Machine LearningMethod,Study Size (N),Type of Data,"Best Results (Metrics) Reported fromvalidation or cross-validation, andwhere conducted, the test set.",Cross-Validation
,,,,,,,"HC: Accuracy=90%, Sensitivity=90%,
Specificity=96%.",
"Murray et al.
2018 [131]",No,"Identification of
Patients",Supervised,Logistic Regression,"N=17057 (n(SLE)=583,
n(control)=16174, n(potential
SLE)=150, n(random)=150)",EHR Data,"AUC=0·97, Accuracy=0·92, Precision=0·85,
Recall=0·97",Hold-out validation
"Reddy et al.
2018 [132]",No,"Disease
Progression",Supervised,Recurrent Neural Network,N=9457,EHR Data,"AUC=0·7, Accuracy=70·54%, Sensitivity=74·49%,
Specificity=56·61%",Hold-out validation
Tang et al.,No,Disease,Supervised,Random Forest and,N=173,Clinical Data,"Random Forest, multi-classifier: Accuracy=53·7%",5-fold cross
2018 [133],,Progression,,Multilinear Regression,,,"(Class II), 56·2% (Class III&IV):56·2%, 40·1%",validation
,,,,,,,(Class V).,(Predicting AI and
,,,,,,,"Random Forest, binary classifier:",CI)
,,,,,,,"Accuracy=56·2% (Class II), 63·7% (Class III&IV),",
,,,,,,,61% (Class V). Multilinear regression: CI,
,,,,,,,"prediction: Q2 =0·746, R2 =0·771. AI prediction:",
,,,,,,,"Q2=0·516, R2 =0·576.",
"Scully et al.
2010 [134]",No,Diagnosis,Supervised,"Naïve Bayesian Classifier
and Support Vector
Machine",N=27,MRI Data,"Leave-one-out training data: Sensitivity=94·3%,
Specificity= 93·1%
Test data: Sensitivity=94·3%, Specificity=93.9%","Leave one out cross
validation, Test
dataset"
"Davis et al.
2013 [135]",No,Risk of Disease,Supervised,"Random Jungle, ReliefF or
evaporative cooling","N=404 (n(SLE)=209, n(HC)=195)",Exome Data,.,.
Psoriasis and Psoriatic Arthritis,,,,,,,,
"Wang et al.
2016 [136]",No,Diagnosis,Supervised,"Random Bits Forest
(Neural Network, Boosting,
Random Forest)","N=2723 (n(train)=915 cases + 675
controls; n(test)=431 cases + 702
controls)",GWAS Data,"Cross-validation: AUC=0·6739, Accuracy=0·639,
Sensitivity=0·6317, Specificity=0·649.
Test Dataset: AUC=0·7239, Accuracy=0·692,
Sensitivity=0·6543, Specificity=0·7151.","10-fold cross
validation,
independent testing
dataset"
"George et al.
2018 [137]",No,Disease Severity,"Supervised
and
Unsupervised","Unsupervised Feature
Learning, Random Forest","N=676 images, N=44 patients",Digital Image Data,F1-score=0·71,"10-fold cross
validation"
"Shrivastava et
al. 2017 [138]",No,Disease Severity,Supervised,Support Vector Machine,"N=670 images, N=110 patients",Digital Image Data,"AUC=0·998, Accuracy=99·84%,
Sensitivity=99·76%, Specificity=99·99%","10-fold cross
validation"
"Shrivastava et
al. 2016 [139]",No,Diagnosis,Supervised,Support Vector Machine,"N=540 (n(HC)=270, n(P)=270)
images, N=30 patients.",Digital Image Data,"AUC=1, Accuracy=100%, Sensitivity=100%,
Specificity=100%","10-fold cross
validation"
"Shrivastava et
al. 2016 [140]",No,Disease Severity,Supervised,Support Vector Machine,"N=848 images, N=65 patients",Digital Image Data,Accuracy=99·92%,"10-fold cross
validation"
"Shrivastava et
al. 2015 [141]",No,Diagnosis,Supervised,Support Vector Machine,"N=540 (n(HC)=270, n(P)=270)
images, N=30 patients.",Digital Image Data,"AUC=0·999, Accuracy=99·94%, Sensitivity=99·93,
Specificity=99·96%","10-fold cross
validation"
14,,,,,,,,

Paper,MultipleAIDsStudied,Prediction orClassificationTask,ML Type,Machine LearningMethod,Study Size (N),Type of Data,"Best Results (Metrics) Reported fromvalidation or cross-validation, andwhere conducted, the test set.",Cross-Validation
Cowen et al.,No,Diagnosis,Supervised,Partial Least Squares,"N=148 (n(tumour-stage MF)=45,",Proteomic Data,Tumour-Stage MF vs Psoriasis:,10-fold cross
2007 [142],,,,"Regression, Support","n(psoriasis)=56, n(HC)=47)",from Serum,"Sensitivity=78·57%, Specificity=93·75%","validation,"
,,,,Vector Machine and C5.0,,,"(Ciphergen), Sensitivity=78·57,",independent testing
,,,,Decision Tree,,,Specificity=86·67% (PrOTOF).,dataset
,,,,,,,"Psoriasis vs HC: Sensitivity=93·75%,",
,,,,,,,"Specificity=75% (Ciphergen), Sensitivity=86·67%,",
,,,,,,,Specificity=76·92%. (PrOTOF).,
"Raina et al.
2016 [143]",No,Disease Severity,Supervised,"Linear Discriminant
Analysis","N=20 patients, N=80 images",Digital Image Data,"Accuracy=48·75%, Kappa=0·4203","Leave-one-out
cross-validation"
"Shrivastava et
al. 2015 [144]",No,Diagnosis,Supervised,Support Vector Machine,"N=540 (n(HC)=270, n(P)=270)
images, N=30 patients.",Digital Image Data,"AUC=1, Accuracy=99·81%, Sensitivity=99·26%,
Specificity=97·04%","Jack Knife (N fold)
cross-validation"
"Shrivastava et
al. 2016 [145]",No,Diagnosis,Supervised,Support Vector Machine,"N=540 (n(HC)=270, n(P)=270)
images, N=30 patients.",Digital Image Data,"AUC=0·99, Accuracy=99·39%,
Sensitivity=99·43%, Specificity=99·35%","10-fold cross-
validation"
"Patrick et al.
2018 [146]",Yes,"Risk of Disease
and Disease
Progression",Supervised,"Conditional Inference
Forest or Shrinkage
Discriminant Analysis","N=22181 (n(PsV)=7855,
n(PsA)=2703, n(PsC)=2681,
n(HC)=8942)",GWAS Data,AUC=0·82 (cross validation and holdout test set),"Cross-validation
performed, test set"
Coeliac Disease,,,,,,,,
"Hujoel et al.
2018 [147]",No,Diagnosis,Supervised,"Random Forest or Bagged
Classification Trees",N = 408,EMR Data,AUC≈0·55,"10-fold cross-
validation"
"Arasaradnam
et al. 2014
[148]",No,Diagnosis,Supervised,Logistic Regression,"N=47 (n(D-IBS)=20, n(CeD)=27)",VOCs Data,"AUC=0·91, Sensitivity=85%, Specificity=85%","Leave-one-out
cross-validation"
"Tenorio et al.
2011 [149]",No,Diagnosis,Supervised,"Bayesian Classifier
(Average One-Dependence
Estimator)","N=216 (CeD 46% of records in
training data, 37% in test data)",Clinical Data,"AUC=0·84, Accuracy=80%, Sensitivity=0·78,
Specificity=0·80","10-fold cross-
validation"
Choung et al.,No,Diagnosis and,Supervised,Random Forest (peptide,"Diagnosis: N= 468 (n(CeD)= 172,",Peptide Data,"Diagnosis: Accuracy=99%, Sensitivity=99%,",Hold-out validation
2018 [150],,Disease,,"selection), Support Vector",n(HC)=296).,,Specificity=100%.,(diagnosis only)
,,Monitoring,,Machine,Monitoring: N= 465 (n(CeD,,"Monitoring: Accuracy=90%, Sensitivity=84%,",
,,,,,"treated, healed)=85, n(CeD",,Specificity=95%,
,,,,,"treated, unhealed)=81, n(CeD,",,,
,,,,,"untreated)=82, n(HC)=217,",,,
,,,,,n(disease controls)=27).,,,
"Chen et al.
2016 [151]",No,Diagnosis,Supervised,Logistic Model,"N=1498 (n(CeD)=363,
n(FP)=1135)",EHR Data,"AUC=0·94, F1-score=0·92, Kappa=0·78,
Precision=0·93, Recall=0·92","10-fold cross-
validation"
"Ludvigsson et
al. 2013 [152]",No,Diagnosis,Supervised,"Natural Language
Processing","N=496 (n(train)=327,
n(test)=169)",EMR Data,"F-measure 84·5%, Sensitivity=72·9%,
Specificity=89·9%",Hold-out validation
15,,,,,,,,

Paper,MultipleAIDsStudied,Prediction orClassificationTask,ML Type,Machine LearningMethod,Study Size (N),Type of Data,"Best Results (Metrics) Reported fromvalidation or cross-validation, andwhere conducted, the test set.",Cross-Validation
"Amirkhani et
al. 2018 [153]",No,Disease Severity,Supervised,"Combined fuzzy cognitive
map and possibilistic fuzzy
c-means clustering
algorithm",N=89,Clinical Data,"Accuracy=91% (A), 90% (B1), 88% (B2)","Leave-one-out
cross-validation"
Thyroid Disease,,,,,,,,
Ahmad et al.,No,Diagnosis,Supervised,Hybrid model (linear,"N=3163 (n(hypo)=152,",Clinical Data,"Accuracy=98·5, Sensitivity=94·7%,",10-fold cross
2018 [154],,,,"discriminant analysis, k-",n(negative)=3011),,Specificity=99·7%,validation
,,,,nearest neighbour,,,,
,,,,"weighed preprocessing,",,,,
,,,,adaptive neurofuzzy,,,,
,,,,inference system),,,,
"Baccour L. et
al 2018 [155]",No,Diagnosis,Supervised,"ATOVIC (hybrid multi-
criteria decision making
method)",N=7200,Clinical Data,"Accuracy=92·7%, F-measure=95·3% (Hyper- vs
Hypo- vs Control). Accuracy=99·81% (Hypo- vs
Control)",Hold-out validation
"Morejon et
al. 2017 [156]",No,Diagnosis,Supervised,"Java Agent Framework for
Health Data Mining",.,Clinical Data,.,Hold-out validation
"Temurtas et
al. 2009 [157]",No,Diagnosis,Supervised,"Probabilistic Neural
Network","N=215 (n(normal)=150,
n(hypo)=30, n(hyper)=35)",Clinical Data,Accuracy=94·81%,"10-fold cross
validation"
"Polat et al.
2007 [158]",No,Diagnosis,Supervised,"Artificial Immune
Recognition System with
fuzzy weighted pre-
processing","N=215 (n(normal)=150,
n(hypo)=30, n(hyper)=35)",Clinical Data,Accuracy=85%,"10-fold cross
validation"
"Keles et al.
2008 [159]",No,Diagnosis,Supervised,"Expert system for thyroid
disease diagnosis with
fuzzy rules","N=215 (n(normal)=150,
n(hypo)=30, n(hyper)=35)",Clinical Data,Accuracy=95·33%,"10-fold cross
validation"
Autoimmune Liver Disease,,,,,,,,
"Weiss J et al.
2015 [160]",No,"Response to
Treatment",Supervised,Boosted Forest,N=288,Clinical Trial Data,.,Hold-out validation
"Singh et al.
2017 [161]",No,"Disease
Progression",Supervised,"Kullback-Leibler
Divergence-Least Squares
Support Vector Machine",N=276,Clinical Data,Accuracy=90·94%,Hold-out validation
"Eaton et al.
2018 [162]",No,"Disease
Progression",Supervised,Gradient Boosting,N=787,Clinical Data,"Cross-validation: C-statistic=0·96
Independent test data: C-statistic=0·9","5-fold cross
validation,
independent test
dataset"
16,,,,,,,,

Paper,MultipleAIDsStudied,Prediction orClassificationTask,ML Type,Machine LearningMethod,Study Size (N),Type of Data,"Best Results (Metrics) Reported fromvalidation or cross-validation, andwhere conducted, the test set.",Cross-Validation
